11, 733, 1890, 21.82, 56, N/A, 0x0000000000000001
11, 733, 1890, 21.80, 56, N/A, 0x0000000000000001
11, 733, 1890, 21.67, 56, N/A, 0x0000000000000001
10, 735, 1890, 21.65, 56, N/A, 0x0000000000000001
18, 735, 1890, 21.73, 56, N/A, 0x0000000000000001
27, 735, 1890, 22.13, 56, N/A, 0x0000000000000001
29, 735, 1890, 22.98, 57, N/A, 0x0000000000000001
28, 733, 1890, 22.56, 57, N/A, 0x0000000000000001
41, 733, 1890, 22.56, 57, N/A, 0x0000000000000001
50, 733, 1890, 21.67, 57, N/A, 0x0000000000000001
53, 713, 1890, 21.71, 57, N/A, 0x0000000000000001
53, 733, 1890, 21.75, 57, N/A, 0x0000000000000001
35, 733, 1890, 21.68, 57, N/A, 0x0000000000000001
18, 733, 1890, 21.61, 57, N/A, 0x0000000000000001
8, 733, 1890, 21.61, 58, N/A, 0x0000000000000001
51, 733, 1890, 21.66, 58, N/A, 0x0000000000000001
36, 733, 1890, 21.74, 60, N/A, 0x0000000000000001
27, 733, 1890, 22.21, 60, N/A, 0x0000000000000001
38, 733, 1890, 21.80, 60, N/A, 0x0000000000000001
49, 733, 1890, 21.85, 59, N/A, 0x0000000000000001
32, 733, 1890, 21.83, 58, N/A, 0x0000000000000001
10, 713, 1890, 21.80, 59, N/A, 0x0000000000000001
9, 733, 1890, 21.73, 59, N/A, 0x0000000000000001
13, 733, 1890, 21.73, 59, N/A, 0x0000000000000001
9, 733, 1890, 21.72, 59, N/A, 0x0000000000000001
11, 733, 1890, 21.73, 59, N/A, 0x0000000000000001
10, 733, 1890, 21.76, 59, N/A, 0x0000000000000001
11, 733, 1890, 21.78, 60, N/A, 0x0000000000000001
9, 733, 1890, 21.77, 60, N/A, 0x0000000000000001
11, 735, 1890, 21.70, 60, N/A, 0x0000000000000001
8, 713, 1890, 21.69, 60, N/A, 0x0000000000000001
12, 733, 1890, 23.19, 60, N/A, 0x0000000000000001
10, 713, 1890, 23.25, 60, N/A, 0x0000000000000001
11, 733, 1890, 21.97, 60, N/A, 0x0000000000000001
10, 733, 1890, 21.77, 60, N/A, 0x0000000000000001
11, 733, 1890, 21.81, 60, N/A, 0x0000000000000001
10, 733, 1890, 21.77, 60, N/A, 0x0000000000000001
10, 733, 1890, 21.76, 60, N/A, 0x0000000000000001
8, 733, 1890, 21.76, 60, N/A, 0x0000000000000001
8, 733, 1890, 21.70, 60, N/A, 0x0000000000000001
9, 733, 1890, 21.77, 60, N/A, 0x0000000000000001
8, 735, 1890, 21.75, 60, N/A, 0x0000000000000001
10, 735, 1890, 21.77, 61, N/A, 0x0000000000000001
11, 733, 1890, 21.81, 61, N/A, 0x0000000000000001
11, 733, 1890, 21.79, 61, N/A, 0x0000000000000001
11, 733, 1890, 21.81, 61, N/A, 0x0000000000000001
11, 733, 1890, 23.19, 61, N/A, 0x0000000000000001
11, 733, 1890, 23.20, 61, N/A, 0x0000000000000001
10, 733, 1890, 23.19, 61, N/A, 0x0000000000000001
10, 733, 1890, 21.76, 61, N/A, 0x0000000000000001
11, 735, 1890, 21.74, 61, N/A, 0x0000000000000001
10, 735, 1890, 21.79, 61, N/A, 0x0000000000000001
11, 713, 1890, 21.85, 61, N/A, 0x0000000000000001
9, 733, 1890, 21.83, 61, N/A, 0x0000000000000001
10, 713, 1890, 21.79, 61, N/A, 0x0000000000000001
10, 733, 1890, 21.72, 61, N/A, 0x0000000000000001
13, 733, 1890, 22.00, 61, N/A, 0x0000000000000001
31, 733, 1890, 22.42, 63, N/A, 0x0000000000000001
20, 733, 1890, 22.25, 62, N/A, 0x0000000000000001
26, 733, 1890, 22.42, 63, N/A, 0x0000000000000001
41, 733, 1890, 23.05, 64, N/A, 0x0000000000000001
48, 713, 1890, 22.89, 63, N/A, 0x0000000000000001
14, 733, 1890, 22.35, 62, N/A, 0x0000000000000001
16, 733, 1890, 22.29, 62, N/A, 0x0000000000000001
27, 733, 1890, 22.05, 62, N/A, 0x0000000000000001
46, 733, 1890, 21.99, 62, N/A, 0x0000000000000001
43, 733, 1890, 21.96, 62, N/A, 0x0000000000000001
55, 733, 1890, 21.97, 62, N/A, 0x0000000000000001
53, 733, 1890, 21.92, 63, N/A, 0x0000000000000001
41, 733, 1890, 21.87, 64, N/A, 0x0000000000000001
51, 733, 1890, 21.89, 63, N/A, 0x0000000000000001
20, 733, 1890, 21.88, 63, N/A, 0x0000000000000001
21, 713, 1890, 21.94, 64, N/A, 0x0000000000000001
29, 733, 1890, 21.90, 64, N/A, 0x0000000000000001
46, 733, 1890, 21.90, 64, N/A, 0x0000000000000001
41, 733, 1890, 23.05, 64, N/A, 0x0000000000000001
50, 735, 1890, 23.32, 62, N/A, 0x0000000000000001
44, 735, 1890, 23.40, 63, N/A, 0x0000000000000001
9, 733, 1890, 23.47, 62, N/A, 0x0000000000000001
10, 733, 1890, 21.98, 62, N/A, 0x0000000000000001
9, 733, 1890, 21.92, 62, N/A, 0x0000000000000001
9, 713, 1890, 21.92, 62, N/A, 0x0000000000000001
10, 733, 1890, 21.93, 62, N/A, 0x0000000000000001
8, 733, 1890, 21.92, 62, N/A, 0x0000000000000001
10, 733, 1890, 21.91, 62, N/A, 0x0000000000000001
9, 733, 1890, 21.99, 62, N/A, 0x0000000000000001
