unixtime,equiv_cores,pkg_temp_c,max_core_temp_c,freq_p_mhz,freq_e_mhz,freq_lpe_mhz,util_cpu0
1789830855.621,10.681,91.000,100.000,4155.401,3354.974,2200.025,0.556
1789830855.726,12.886,91.000,100.000,4186.755,3316.742,2300.002,0.583
1789830855.830,12.959,91.000,100.000,4025.458,3179.807,2338.405,0.600
1789830855.934,12.595,91.000,100.000,3891.843,2998.600,1158.066,0.545
1789830856.044,4.600,91.000,100.000,4396.927,3285.243,1311.095,0.200
1789830856.149,11.664,91.000,100.000,4213.799,3309.157,2282.967,0.500
1789830856.256,12.655,91.000,100.000,4159.053,3082.139,1349.979,0.636
1789830856.363,12.895,94.000,100.000,4094.943,3131.376,2185.408,0.700
1789830856.467,13.152,94.000,94.000,4132.666,2970.665,2300.019,0.545
1789830856.572,3.034,94.000,94.000,4234.513,3301.409,2278.621,0.222
1789830856.675,13.045,94.000,94.000,3835.382,2890.954,2229.412,0.500
1789830856.781,13.358,94.000,94.000,4192.777,3290.373,2199.999,0.636
1789830856.884,10.662,94.000,94.000,4220.737,3301.389,2208.619,0.300
1789830856.991,14.082,94.000,94.000,4152.619,2952.954,2400.021,0.500
1789830857.100,4.664,94.000,94.000,4355.505,3206.007,1345.668,0.182
1789830857.210,13.964,94.000,94.000,4136.606,3252.603,2199.993,0.727
1789830857.316,11.709,94.000,94.000,3901.244,2714.930,2350.064,0.545
1789830857.429,14.258,99.000,99.000,4292.877,3292.710,2453.535,0.700
1789830857.535,10.447,99.000,99.000,1646.201,779.296,400.000,0.455
1789830857.639,9.183,99.000,99.000,4078.281,3067.593,2299.997,0.273
1789830857.743,13.567,99.000,99.000,3932.376,2821.171,2447.060,0.636
1789830857.847,13.235,99.000,99.000,4146.444,3301.417,2351.756,0.500
1789830857.955,13.942,99.000,99.000,4114.132,3204.476,2341.205,0.700
1789830858.058,6.451,99.000,99.000,1952.190,1233.109,1200.830,0.182
1789830858.162,11.565,99.000,99.000,4174.727,3119.930,2289.506,0.500
1789830858.266,13.541,99.000,99.000,4006.772,2990.762,2297.434,0.700
1789830858.369,14.300,99.000,99.000,4123.192,2896.415,2388.448,0.600
1789830858.475,12.954,101.000,101.000,4116.394,3301.370,2199.950,0.444
1789830858.586,4.900,101.000,101.000,4495.445,3301.414,2462.775,0.182
1789830858.689,12.668,101.000,101.000,4505.300,3301.390,2500.021,0.500
1789830858.793,13.430,101.000,101.000,3865.155,3240.094,2200.036,0.545
1789830858.896,14.318,101.000,101.000,4158.930,3156.349,2221.162,0.700
1789830859.000,14.344,101.000,101.000,4094.790,2915.715,2324.132,0.500
1789830859.106,5.610,101.000,101.000,4186.051,3064.338,2199.994,0.100
1789830859.216,10.373,101.000,101.000,4144.608,3301.370,2100.001,0.455
1789830859.323,14.145,101.000,101.000,4081.007,2946.665,2399.846,0.636
1789830859.431,13.553,101.000,101.000,3609.023,2904.030,2500.530,0.600
1789830859.536,11.481,85.000,96.000,1909.813,756.412,2440.802,0.500
1789830859.645,7.374,85.000,99.000,4256.564,3176.914,2103.520,0.364
1789830859.753,14.632,85.000,99.000,4159.690,3136.903,2200.008,0.583
1789830859.857,13.894,85.000,99.000,4131.136,2841.493,2400.045,0.667
1789830859.961,14.145,85.000,99.000,4110.210,2863.744,2499.930,0.500
1789830860.064,5.550,85.000,99.000,1497.132,641.277,2400.302,0.200
1789830860.171,13.558,85.000,99.000,4119.293,3059.882,2199.998,0.636
1789830860.274,14.006,85.000,99.000,3956.486,2794.897,2461.852,0.636
1789830860.382,14.426,85.000,99.000,4455.622,3301.414,2464.995,0.600
1789830860.485,12.945,85.000,99.000,3817.268,2813.200,2498.859,0.500
1789830860.593,6.023,100.000,100.000,4322.286,3301.345,2402.626,0.200
1789830860.701,13.718,100.000,100.000,4140.493,3301.374,2170.018,0.500
1789830860.804,14.259,100.000,100.000,4155.028,2796.351,2374.961,0.545
1789830860.908,14.511,100.000,100.000,3950.005,2678.327,2486.258,0.636
1789830861.010,7.583,100.000,100.000,2612.273,1386.725,1229.738,0.333
1789830861.114,11.708,100.000,100.000,4180.245,2875.953,2399.987,0.364
1789830861.218,14.263,100.000,100.000,4066.663,2801.727,2326.367,0.444
1789830861.325,13.377,100.000,100.000,4063.871,2824.508,2400.014,0.400
1789830861.432,14.932,100.000,100.000,4105.271,3020.653,2400.064,0.636
1789830861.539,5.179,100.000,100.000,4257.303,3276.184,2324.325,0.273
1789830861.642,12.920,98.000,98.000,4168.983,3301.438,2203.309,0.400
1789830861.745,11.627,98.000,98.000,3954.277,3168.328,2275.607,0.500
1789830861.852,10.981,98.000,98.000,4412.011,3271.552,2499.874,0.400
1789830861.962,4.282,98.000,98.000,4291.207,3302.245,2317.350,0.200
1789830862.065,8.561,98.000,98.000,3561.925,3245.630,2326.417,0.364
1789830862.168,9.352,98.000,98.000,3825.507,2626.039,1648.996,0.364
1789830862.276,11.693,98.000,98.000,4103.534,3304.187,2200.024,0.500
1789830862.381,4.307,98.000,98.000,2306.885,797.747,1287.238,0.100
1789830862.485,7.105,98.000,98.000,4277.883,3301.387,2200.044,0.364
1789830862.595,10.855,98.000,98.000,4438.533,3296.324,2296.779,0.400
1789830862.703,12.344,99.000,99.000,4332.061,3301.407,2365.648,0.636
1789830862.808,11.986,99.000,99.000,3822.855,3161.849,2016.218,0.545
1789830862.918,3.324,99.000,99.000,4546.534,3301.380,2199.963,0.100
1789830863.022,12.129,99.000,99.000,3802.354,3031.786,2376.465,0.600
1789830863.127,11.965,99.000,99.000,4128.568,3319.155,2349.989,0.545
1789830863.230,10.379,99.000,99.000,2748.679,2809.423,2251.555,0.300
1789830863.334,10.657,99.000,99.000,4223.772,3118.532,1683.995,0.583
1789830863.441,4.032,99.000,99.000,4281.978,3301.420,2200.014,0.200
1789830863.544,12.739,99.000,99.000,4044.655,3240.771,2204.989,0.400
1789830863.647,12.400,99.000,99.000,3528.679,3217.284,2199.980,0.545
1789830863.755,11.375,99.000,99.000,4412.238,3301.378,2250.311,0.500
1789830863.859,10.163,99.000,99.000,1768.044,1071.391,2282.684,0.500
1789830863.962,5.172,99.000,99.000,4233.834,3080.791,1856.643,0.182
1789830864.065,13.533,99.000,99.000,4351.597,3262.642,2410.974,0.600
1789830864.169,12.517,99.000,99.000,3847.133,3176.834,2300.045,0.600
1789830864.273,13.824,99.000,99.000,2485.543,2822.283,2300.048,0.600
1789830864.376,9.476,99.000,99.000,1577.542,2071.102,1060.599,0.300
1789830864.480,7.318,99.000,99.000,4093.506,3180.242,2119.657,0.300
1789830864.589,11.856,99.000,99.000,4366.114,3301.391,2346.930,0.455
1789830864.693,13.218,99.000,99.000,4193.003,3222.394,2300.015,0.600
1789830864.796,14.682,98.000,98.000,4432.373,3055.952,2475.819,0.600
1789830864.899,12.483,98.000,98.000,2960.954,1156.772,749.457,0.800
1789830865.002,9.144,98.000,98.000,3975.890,2904.553,2159.333,0.636
1789830865.105,14.548,98.000,98.000,4089.824,2693.004,2398.919,0.727
1789830865.213,14.936,98.000,98.000,4069.889,2783.892,2499.937,0.778
1789830865.318,15.209,98.000,98.000,4255.557,3069.684,1096.249,0.636
1789830865.420,15.167,98.000,98.000,4230.907,3206.912,2460.611,0.600
1789830865.523,7.199,98.000,98.000,3506.843,2025.282,400.000,0.182
1789830865.626,14.345,98.000,98.000,3986.076,2648.084,2246.389,0.600
1789830865.729,14.947,98.000,98.000,3477.014,2303.419,2440.922,0.700
1789830865.837,14.595,98.000,98.000,4273.487,3065.921,2470.285,0.667
1789830865.940,15.050,98.000,98.000,4367.134,3290.582,2451.936,0.636
1789830866.043,13.549,98.000,98.000,4523.944,3301.402,2499.975,0.500
1789830866.156,7.906,98.000,98.000,4529.124,3295.782,2500.020,0.333
1789830866.261,14.514,98.000,98.000,4382.038,3294.375,1801.640,0.600
1789830866.364,12.688,98.000,98.000,3696.511,2568.482,2355.543,0.455
1789830866.470,12.546,98.000,98.000,4318.797,3301.386,2429.211,0.600
1789830866.575,13.346,98.000,98.000,3775.583,2934.780,2506.659,0.400
1789830866.677,5.661,98.000,98.000,4058.095,3069.588,2299.968,0.200
1789830866.782,14.015,98.000,98.000,4122.339,2986.336,2227.390,0.500
1789830866.886,13.933,98.000,98.000,4099.224,2773.640,2500.020,0.600
1789830866.994,14.209,98.000,98.000,4058.963,2981.464,1449.993,0.500
1789830867.097,10.772,98.000,98.000,1800.608,637.453,1710.822,0.545
1789830867.206,7.912,98.000,98.000,4152.508,2750.328,2189.899,0.300
1789830867.316,14.027,98.000,98.000,4374.291,3301.372,2470.998,0.545
1789830867.425,15.480,98.000,98.000,4030.728,2769.820,2400.025,0.727
1789830867.528,12.980,98.000,98.000,3717.045,2920.952,2400.168,0.500
1789830867.632,8.131,98.000,98.000,2141.524,606.094,2183.508,0.364
1789830867.736,9.626,98.000,98.000,3906.492,2985.803,2366.055,0.200
1789830867.842,11.746,98.000,98.000,4134.354,3180.633,2200.033,0.600
1789830867.955,12.528,91.000,96.000,4005.612,3060.815,2200.365,0.500
1789830868.063,14.026,91.000,99.000,4308.897,3244.902,2460.098,0.636
1789830868.166,9.865,91.000,99.000,1744.839,744.320,2221.569,0.364
1789830868.270,10.013,91.000,99.000,4118.472,2751.173,2400.012,0.455
1789830868.374,14.809,91.000,99.000,4056.832,2670.858,2488.410,0.667
1789830868.479,14.973,91.000,99.000,4084.675,2713.068,2462.376,0.364
1789830868.585,14.470,91.000,99.000,4041.908,2853.883,2314.796,0.455
1789830868.689,6.026,91.000,99.000,1409.052,400.000,1956.953,0.222
1789830868.793,12.791,91.000,99.000,4128.963,2992.628,2400.035,0.455
1789830868.900,13.291,91.000,99.000,4317.698,3301.352,2325.659,0.300
1789830869.005,13.376,95.000,99.000,3852.719,2674.619,2449.970,0.455
1789830869.109,15.048,95.000,95.000,4041.543,2738.436,2372.995,0.600
1789830869.214,5.531,95.000,95.000,1871.866,400.000,1418.807,0.300
1789830869.320,13.600,95.000,95.000,4185.219,2944.921,2300.031,0.500
1789830869.430,14.939,95.000,95.000,4114.260,2723.688,2500.003,0.455
1789830869.539,14.730,95.000,95.000,4099.919,2968.961,2300.026,0.636
1789830869.648,14.736,95.000,95.000,4081.796,3033.903,2299.980,0.700
1789830869.751,4.202,95.000,95.000,4128.535,3288.014,2200.028,0.200
1789830869.856,14.942,95.000,95.000,4125.271,2755.736,2454.626,0.636
1789830869.959,14.097,95.000,95.000,4126.919,2935.344,2399.994,0.500
1789830870.070,14.887,96.000,96.000,4226.749,3022.669,2492.770,0.700
1789830870.174,15.218,96.000,96.000,4263.174,2948.633,2499.975,0.583
1789830870.282,5.009,96.000,96.000,4182.593,3301.405,2200.047,0.300
1789830870.385,9.717,96.000,96.000,4186.441,3191.240,2500.073,0.500
1789830870.490,11.728,96.000,96.000,4202.684,3301.425,2308.641,0.500
1789830870.593,6.806,96.000,96.000,1178.764,732.613,400.000,0.400
1789830870.697,5.917,96.000,96.000,4043.757,3352.939,400.000,0.273
1789830870.802,9.829,96.000,96.000,4236.175,3225.734,2320.857,0.444
1789830870.906,11.691,96.000,96.000,3821.812,3188.021,1350.012,0.500
1789830871.009,10.525,96.000,96.000,4257.988,3187.338,2299.993,0.400
1789830871.114,3.875,97.000,97.000,4219.626,3301.411,2199.988,0.200
1789830871.218,10.964,97.000,98.000,3768.931,2741.983,2192.203,0.455
1789830871.321,12.864,97.000,98.000,3594.945,3046.626,2300.056,0.500
1789830871.427,11.293,97.000,98.000,4140.126,3169.106,2200.032,0.300
1789830871.530,7.631,97.000,98.000,2101.426,1639.001,1330.866,0.222
1789830871.633,6.726,97.000,98.000,4263.483,2976.941,2299.952,0.333
1789830871.737,12.757,97.000,98.000,4179.556,3007.972,2314.238,0.556
1789830871.842,13.248,97.000,98.000,3759.071,3152.958,2199.998,0.636
1789830871.946,12.829,97.000,98.000,4102.867,2832.473,2337.531,0.500
1789830872.049,7.615,97.000,98.000,2665.923,1179.231,2034.318,0.364
1789830872.157,7.673,99.000,99.000,4453.559,3301.418,2361.726,0.273
1789830872.266,13.526,99.000,99.000,4154.555,3280.344,2199.968,0.600
1789830872.371,14.436,99.000,99.000,4074.001,2856.093,2400.019,0.545
1789830872.474,13.203,99.000,99.000,4150.217,3206.887,2199.971,0.600
1789830872.576,6.690,99.000,99.000,2242.299,984.891,1892.568,0.455
1789830872.679,9.996,99.000,99.000,4011.450,3021.272,2162.341,0.444
1789830872.783,13.145,99.000,99.000,4133.597,2841.909,2322.287,0.600
1789830872.888,13.570,99.000,99.000,4119.278,2968.905,2400.021,0.500
1789830872.996,14.097,99.000,99.000,4102.525,2930.786,2396.672,0.455
1789830873.099,6.391,99.000,99.000,2069.344,400.000,400.000,0.273
1789830873.203,12.322,93.000,97.000,4087.754,3057.321,2218.874,0.500
1789830873.311,12.818,93.000,100.000,4199.142,3301.405,2252.046,0.500
1789830873.414,13.629,93.000,100.000,4476.023,3258.940,2500.008,0.600
1789830873.522,14.779,93.000,100.000,4303.312,3295.125,2499.552,0.600
