11, 792, 1890, 23.50, 62, N/A, 0x0000000000000001
10, 792, 1890, 22.29, 62, N/A, 0x0000000000000001
12, 792, 1890, 22.10, 62, N/A, 0x0000000000000001
9, 792, 1890, 22.06, 62, N/A, 0x0000000000000001
11, 792, 1890, 22.12, 62, N/A, 0x0000000000000001
9, 772, 1890, 22.11, 62, N/A, 0x0000000000000001
9, 792, 1890, 22.02, 62, N/A, 0x0000000000000001
10, 772, 1890, 22.05, 63, N/A, 0x0000000000000001
9, 792, 1890, 21.97, 62, N/A, 0x0000000000000001
11, 792, 1890, 23.34, 62, N/A, 0x0000000000000001
9, 792, 1890, 22.95, 62, N/A, 0x0000000000000001
9, 792, 1890, 23.10, 62, N/A, 0x0000000000000001
9, 792, 1890, 22.83, 62, N/A, 0x0000000000000001
10, 794, 1890, 22.28, 62, N/A, 0x0000000000000001
8, 794, 1890, 22.50, 62, N/A, 0x0000000000000001
13, 792, 1890, 22.30, 62, N/A, 0x0000000000000001
9, 772, 1890, 22.07, 62, N/A, 0x0000000000000001
10, 792, 1890, 22.01, 62, N/A, 0x0000000000000001
9, 792, 1890, 22.02, 62, N/A, 0x0000000000000001
11, 792, 1890, 22.00, 62, N/A, 0x0000000000000001
8, 792, 1890, 21.89, 62, N/A, 0x0000000000000001
10, 792, 1890, 20.37, 62, N/A, 0x0000000000000001
48, 792, 1890, 19.87, 62, N/A, 0x0000000000000001
29, 792, 1890, 19.88, 64, N/A, 0x0000000000000001
9, 792, 1890, 19.61, 62, N/A, 0x0000000000000001
10, 772, 1890, 19.61, 61, N/A, 0x0000000000000001
9, 792, 1890, 19.55, 61, N/A, 0x0000000000000001
9, 772, 1890, 19.61, 61, N/A, 0x0000000000000001
9, 792, 1890, 19.60, 61, N/A, 0x0000000000000001
45, 772, 1890, 19.61, 62, N/A, 0x0000000000000001
52, 792, 1890, 19.62, 62, N/A, 0x0000000000000001
23, 792, 1890, 20.53, 63, N/A, 0x0000000000000001
10, 792, 1890, 21.45, 62, N/A, 0x0000000000000001
54, 792, 1890, 21.76, 62, N/A, 0x0000000000000001
53, 792, 1890, 21.90, 62, N/A, 0x0000000000000001
52, 794, 1890, 21.85, 62, N/A, 0x0000000000000001
52, 772, 1890, 21.78, 62, N/A, 0x0000000000000001
22, 792, 1890, 21.77, 63, N/A, 0x0000000000000001
8, 792, 1890, 21.75, 61, N/A, 0x0000000000000001
7, 792, 1890, 21.76, 61, N/A, 0x0000000000000001
10, 792, 1890, 21.86, 61, N/A, 0x0000000000000001
7, 792, 1890, 21.81, 61, N/A, 0x0000000000000001
11, 794, 1890, 21.74, 61, N/A, 0x0000000000000001
46, 794, 1890, 21.47, 63, N/A, 0x0000000000000001
8, 792, 1890, 21.67, 61, N/A, 0x0000000000000001
11, 772, 1890, 21.44, 61, N/A, 0x0000000000000001
9, 792, 1890, 22.14, 61, N/A, 0x0000000000000001
10, 772, 1890, 21.67, 61, N/A, 0x0000000000000001
9, 792, 1890, 22.01, 61, N/A, 0x0000000000000001
11, 792, 1890, 23.22, 61, N/A, 0x0000000000000001
9, 792, 1890, 23.33, 61, N/A, 0x0000000000000001
10, 792, 1890, 21.92, 61, N/A, 0x0000000000000001
9, 792, 1890, 21.86, 61, N/A, 0x0000000000000001
10, 792, 1890, 21.85, 61, N/A, 0x0000000000000001
9, 792, 1890, 21.72, 61, N/A, 0x0000000000000001
9, 792, 1890, 21.69, 61, N/A, 0x0000000000000001
9, 792, 1890, 21.76, 61, N/A, 0x0000000000000001
9, 792, 1890, 21.76, 61, N/A, 0x0000000000000001
11, 772, 1890, 21.71, 61, N/A, 0x0000000000000001
20, 792, 1890, 20.68, 63, N/A, 0x0000000000000001
10, 792, 1890, 21.69, 61, N/A, 0x0000000000000001
9, 792, 1890, 21.77, 61, N/A, 0x0000000000000001
9, 792, 1890, 21.73, 61, N/A, 0x0000000000000001
8, 792, 1890, 21.78, 61, N/A, 0x0000000000000001
8, 792, 1890, 21.76, 61, N/A, 0x0000000000000001
14, 772, 1890, 21.71, 61, N/A, 0x0000000000000001
32, 792, 1890, 21.68, 63, N/A, 0x0000000000000001
30, 772, 1890, 21.78, 61, N/A, 0x0000000000000001
13, 792, 1890, 21.85, 61, N/A, 0x0000000000000001
9, 792, 1890, 21.83, 61, N/A, 0x0000000000000001
21, 792, 1890, 21.73, 61, N/A, 0x0000000000000001
42, 792, 1890, 21.74, 61, N/A, 0x0000000000000001
53, 792, 1890, 21.78, 62, N/A, 0x0000000000000001
41, 792, 1890, 21.74, 63, N/A, 0x0000000000000001
21, 792, 1890, 21.70, 62, N/A, 0x0000000000000001
10, 792, 1890, 21.73, 61, N/A, 0x0000000000000001
10, 792, 1890, 21.75, 61, N/A, 0x0000000000000001
8, 792, 1890, 21.79, 61, N/A, 0x0000000000000001
9, 792, 1890, 21.76, 61, N/A, 0x0000000000000001
10, 792, 1890, 21.70, 61, N/A, 0x0000000000000001
9, 792, 1890, 21.68, 61, N/A, 0x0000000000000001
10, 792, 1890, 21.69, 61, N/A, 0x0000000000000001
8, 792, 1890, 21.77, 61, N/A, 0x0000000000000001
10, 792, 1890, 22.50, 61, N/A, 0x0000000000000001
10, 792, 1890, 23.23, 61, N/A, 0x0000000000000001
9, 772, 1890, 22.67, 61, N/A, 0x0000000000000001
